CUS_CUST_ID_BUY,churn
20663512,1.0
444286946,0.0
348084528,1.0
59232755,1.0
168821213,1.0
17104405,1.0
201462175,1.0
198526307,1.0
97076698,1.0
47213871,1.0
89369036,1.0
287903177,1.0
92993111,0.0
436648534,1.0
23922020,1.0
130381927,0.0
400738990,0.0
242851195,1.0
27513162,1.0
76698977,1.0
401521388,0.0
63460411,1.0
157888384,1.0
306684271,1.0
135717008,1.0
329672976,1.0
352625200,1.0
64751547,1.0
315085055,1.0
44405779,1.0
228925747,1.0
202739302,1.0
194252117,0.0
161400650,1.0
230053482,1.0
444870257,0.0
16020880,1.0
241712183,0.0
154928372,1.0
295696220,0.0
27328778,1.0
37199290,1.0
192462969,1.0
152983981,1.0
115663519,1.0
48138054,0.0
411202948,1.0
155814116,1.0
167593190,1.0
142867215,0.0
187443352,0.0
277664816,0.0
338801201,1.0
160566517,1.0
12847160,1.0
150076192,1.0
279475639,0.0
358542919,1.0
204208275,0.0
92174314,1.0
324100798,1.0
62224659,1.0
179293287,1.0
22935580,1.0
72106978,0.0
69530702,1.0
58177431,0.0
72910502,0.0
59500705,1.0
176677247,1.0
212865896,0.0
404734729,0.0
47596465,0.0
150304317,0.0
127289268,1.0
193147649,1.0
198037902,1.0
266346945,1.0
442600879,1.0
169291676,1.0
262875463,1.0
59219930,0.0
3517850,1.0
406071604,0.0
403641456,0.0
109730771,0.0
292776523,0.0
197260011,1.0
170307053,1.0
239115719,1.0
69972249,1.0
65355250,1.0
58921615,1.0
77125087,1.0
78320095,1.0
233149590,1.0
224630328,1.0
75967683,1.0
305495768,1.0
435393656,0.0
80381660,0.0
259894998,0.0
277901974,1.0
68776303,0.0
225025259,1.0
119187041,1.0
119819437,0.0
126811299,1.0
147699411,0.0
192024156,1.0
102276665,1.0
100387,1.0
161281560,1.0
140451242,0.0
2537284,1.0
234640059,0.0
232825867,0.0
302798915,1.0
104590739,1.0
36876509,1.0
135889730,1.0
374919969,1.0
316738229,1.0
364301214,1.0
405844827,0.0
423842339,1.0
430886039,0.0
341226743,1.0
52601606,0.0
346662863,1.0
393739622,1.0
357201621,0.0
278956726,0.0
167144732,1.0
150924784,1.0
59132490,0.0
80582703,1.0
288812821,1.0
201401184,1.0
345146376,1.0
51528193,1.0
447371022,0.0
176781817,0.0
90926328,0.0
135380725,1.0
216709858,0.0
243679782,1.0
383883037,0.0
259190620,1.0
201576026,1.0
150721131,0.0
71695632,1.0
223327919,1.0
307253594,1.0
391245179,1.0
129033735,1.0
32500723,0.0
96789275,1.0
171508646,1.0
141610501,1.0
373959711,0.0
212405812,1.0
96998087,1.0
175220386,1.0
143035306,1.0
389413024,0.0
150359865,1.0
236883230,1.0
321952773,1.0
181500776,1.0
33537775,1.0
405662725,0.0
172712504,1.0
78624465,1.0
391256456,0.0
323428945,0.0
409866441,0.0
298580965,0.0
52660496,1.0
71736946,1.0
375243974,0.0
49075678,1.0
3491178,0.0
64461617,0.0
118143850,0.0
41738372,1.0
341128964,1.0
40689637,1.0
413792257,1.0
315385326,1.0
84210978,1.0
299861253,1.0
240030848,0.0
446803945,0.0
320145191,0.0
255507144,0.0
73860013,0.0
64238689,0.0
42926446,1.0
81191731,1.0
444724966,0.0
419392760,0.0
97621448,0.0
166204258,1.0
28358429,1.0
161660568,1.0
139126481,1.0
58173090,1.0
93176414,1.0
221874705,0.0
195909617,1.0
382101599,1.0
137523532,1.0
59156125,1.0
143900822,1.0
393882978,0.0
123083657,0.0
376923151,0.0
420461603,0.0
46175883,1.0
61003692,1.0
440798170,1.0
26930791,1.0
216123609,1.0
292444505,0.0
181109803,1.0
20469563,1.0
178412521,1.0
186771400,0.0
59482761,0.0
124989731,0.0
382625938,0.0
157180193,0.0
118626467,1.0
80043032,1.0
18346885,0.0
286536000,1.0
285653070,1.0
75710009,0.0
309454374,1.0
112027473,1.0
393855593,1.0
51662983,1.0
97229516,0.0
91641945,0.0
227052299,1.0
104612517,1.0
117646086,0.0
394340164,0.0
156176032,0.0
106507,1.0
390421549,1.0
441061798,0.0
412768682,0.0
169764751,1.0
434191735,0.0
8664917,1.0
431849784,1.0
156033818,1.0
210956844,1.0
126647433,1.0
111095197,1.0
203823113,0.0
180996299,1.0
443149116,1.0
278568853,0.0
274997836,0.0
258790612,0.0
328397748,1.0
378331272,1.0
206958943,1.0
161317145,1.0
118841235,1.0
264407145,0.0
167126725,1.0
36463590,0.0
437353465,0.0
14824627,1.0
387799820,1.0
145560175,0.0
425062673,1.0
225221921,1.0
245777155,1.0
156792646,0.0
87103311,0.0
303476213,1.0
22235219,1.0
132774168,0.0
349219950,1.0
30140746,1.0
245036111,1.0
314551237,0.0
192745481,0.0
140582709,0.0
91559235,1.0
92672286,0.0
59408146,0.0
425340964,1.0
156352973,1.0
274759414,0.0
389187551,1.0
217010413,0.0
426232336,1.0
233250326,1.0
17626542,1.0
58510738,1.0
412108615,0.0
40500296,1.0
109800715,0.0
416005494,0.0
239030990,1.0
101357271,0.0
233529799,1.0
217429610,1.0
121603567,0.0
189995955,0.0
245068369,1.0
10787149,1.0
191983780,1.0
272819673,1.0
332790944,1.0
126072785,1.0
58662597,1.0
264827911,1.0
424720272,0.0
293602235,1.0
447419,1.0
440198179,0.0
73316424,1.0
442598513,0.0
73131512,1.0
225320779,1.0
221449207,1.0
89534130,0.0
127421284,1.0
323988337,1.0
185661811,1.0
130236451,1.0
245441198,0.0
388543045,0.0
63615940,1.0
216775949,0.0
71006405,0.0
436604959,0.0
249949913,1.0
250748097,1.0
130246344,1.0
126453383,0.0
232936393,0.0
76985140,1.0
131400831,0.0
244859824,0.0
49785398,1.0
205362135,1.0
120317327,1.0
313709783,1.0
307063666,1.0
213990697,0.0
127034122,1.0
75950839,0.0
47117377,0.0
252330164,1.0
225125261,1.0
57909706,1.0
59466266,1.0
138276890,0.0
55278782,1.0
445401875,1.0
434517210,1.0
239093777,1.0
443426038,0.0
251053626,0.0
222500863,1.0
218629821,1.0
212122467,1.0
113865483,0.0
191901133,1.0
169799659,0.0
162536116,1.0
157677246,1.0
303680152,1.0
4920877,1.0
42812700,0.0
221023200,1.0
6587023,1.0
384285251,0.0
58402275,0.0
128085877,1.0
194682469,0.0
292694877,1.0
278561513,0.0
176845422,1.0
114500750,1.0
17835234,1.0
315669590,1.0
156247118,0.0
436498021,0.0
441182051,1.0
28003506,1.0
362450730,1.0
226862165,1.0
400475976,1.0
124185616,1.0
118579199,1.0
61009446,1.0
292725770,1.0
428019301,0.0
444760000,0.0
182213558,1.0
13738086,1.0
181568354,0.0
77699693,1.0
209585896,1.0
182019161,0.0
149883879,1.0
162623819,0.0
18295459,1.0
141134740,1.0
207363012,1.0
389299686,1.0
382838,1.0
156703309,0.0
291927508,0.0
82215630,1.0
59347826,1.0
94413270,1.0
94453564,0.0
20516570,1.0
203268230,0.0
126567127,1.0
316526033,1.0
40770082,1.0
44842964,1.0
239317130,1.0
19405515,1.0
152083496,0.0
47551174,0.0
23529659,1.0
50496588,1.0
51145069,1.0
209987332,1.0
405377788,1.0
297252370,1.0
134231700,1.0
141108312,0.0
106609011,1.0
307800365,1.0
1443012,1.0
275907234,1.0
187507016,1.0
394483602,0.0
211986901,1.0
35608230,1.0
50725281,0.0
66839071,0.0
210160887,1.0
176530812,0.0
216213680,1.0
96251560,0.0
33336711,1.0
185368800,0.0
190415293,0.0
199097485,1.0
255636571,1.0
349570753,1.0
130772698,1.0
25531188,0.0
319287160,0.0
79430925,1.0
338083344,1.0
352335573,1.0
186891914,0.0
144062999,0.0
84108631,1.0
191732388,0.0
51592734,1.0
339365079,0.0
210968813,0.0
99084122,1.0
169714869,0.0
192639727,1.0
63628952,1.0
21464773,1.0
63721896,1.0
257061765,1.0
245509039,0.0
10053365,1.0
398152518,0.0
49461103,0.0
24463794,1.0
53928182,0.0
321257102,1.0
346303477,1.0
300728952,1.0
164804226,0.0
137842298,0.0
394859975,0.0
428411929,0.0
215587873,0.0
167364865,1.0
171706797,1.0
46705663,0.0
136624696,1.0
215195451,1.0
141397508,0.0
264980157,0.0
80647429,0.0
392070075,1.0
49935419,1.0
243302368,0.0
148764586,0.0
62707236,0.0
203889122,0.0
74995620,1.0
400341939,0.0
271798874,0.0
41519120,1.0
269451579,1.0
304921595,1.0
27807033,1.0
621809,0.0
398155048,0.0
200771787,0.0
432914833,1.0
304298722,0.0
398967321,0.0
176914651,0.0
73680035,1.0
239913392,1.0
93513963,1.0
246027159,1.0
273481696,1.0
82826408,1.0
438503081,1.0
161026336,1.0
232386034,1.0
41479272,1.0
319177515,0.0
157403668,1.0
355263916,1.0
305328659,1.0
189382645,1.0
418092896,0.0
143937793,1.0
114262839,1.0
148109186,1.0
394703041,0.0
210794381,1.0
343332943,0.0
240727539,1.0
224225081,0.0
6718385,1.0
116123174,1.0
139073196,1.0
31964070,1.0
390693783,1.0
29028120,1.0
55141094,1.0
144595841,0.0
430033596,1.0
202796135,1.0
150702510,1.0
4162013,1.0
177338885,1.0
326561513,0.0
129143260,1.0
338803405,0.0
9420948,1.0
119678834,1.0
181633629,0.0
440590807,0.0
126605892,1.0
124613173,1.0
347491532,0.0
177431606,1.0
24113849,1.0
175287741,1.0
253621992,1.0
40353638,1.0
28787719,1.0
32844085,1.0
322725648,1.0
37509208,0.0
28563144,0.0
66917150,0.0
216685203,1.0
400885875,0.0
104806098,0.0
155797926,1.0
235298532,1.0
173793768,1.0
166606935,1.0
151211923,0.0
420371755,0.0
80642512,1.0
352915357,0.0
212738713,1.0
348913664,0.0
113822291,1.0
217550557,0.0
12449457,1.0
196562647,0.0
90078617,1.0
151780981,1.0
52290035,0.0
90072701,1.0
151277278,1.0
137531587,0.0
380816396,1.0
289852544,1.0
418146198,0.0
207082111,1.0
85952105,0.0
122309354,1.0
145110922,1.0
277255386,0.0
316461187,1.0
82516858,1.0
39049389,1.0
76351234,1.0
387692863,1.0
18147739,1.0
170693519,1.0
231712713,1.0
289581885,0.0
281426987,1.0
133895356,0.0
179367902,1.0
122542575,0.0
211680737,1.0
152793929,1.0
78413388,1.0
279985887,1.0
128247873,1.0
5979240,1.0
264081729,1.0
87138547,1.0
321423542,0.0
361887748,1.0
390481564,1.0
10733374,1.0
46481639,1.0
79303986,1.0
96097417,1.0
101857,0.0
143878329,1.0
21128244,1.0
336521343,1.0
48378190,1.0
65573854,1.0
151143100,0.0
323657459,0.0
351153127,1.0
137365145,1.0
149935511,1.0
97259145,0.0
97838603,1.0
71632847,1.0
125851474,1.0
281594933,1.0
374823595,0.0
95413635,1.0
447375529,0.0
382274626,0.0
129878552,0.0
82872271,1.0
339407863,1.0
189591745,1.0
193315090,0.0
144208925,1.0
390537438,0.0
157366636,1.0
18330268,1.0
76163426,1.0
291470015,1.0
220664506,1.0
58026901,1.0
362597470,0.0
135886712,1.0
330623118,1.0
213190372,1.0
100007165,1.0
356740458,1.0
185786426,1.0
208394577,0.0
113081655,1.0
82990564,0.0
247338359,0.0
25394095,0.0
116771739,1.0
157341758,1.0
332272214,1.0
84534152,1.0
32879771,0.0
131793133,0.0
410680447,0.0
270331899,1.0
96552506,1.0
30361468,0.0
121171627,1.0
182583569,1.0
104895048,1.0
439911940,0.0
61188200,1.0
56437614,1.0
60702302,1.0
443192676,1.0
358947556,1.0
43147048,1.0
421723577,0.0
228586099,1.0
127244608,1.0
85591819,0.0
220624050,0.0
40193928,0.0
45593979,0.0
4764593,1.0
281399354,0.0
59136486,1.0
443611484,1.0
349854611,0.0
262452781,1.0
72230800,1.0
418639991,0.0
427790726,0.0
255192580,1.0
303715596,0.0
178014694,1.0
66798878,1.0
30979813,0.0
58953061,1.0
78202067,0.0
127603161,1.0
67544101,0.0
53721286,1.0
446148364,0.0
7858173,1.0
74327050,1.0
210692892,1.0
75385983,0.0
93737848,1.0
418477936,1.0
34022186,1.0
2425517,1.0
277713207,0.0
395544024,1.0
15601582,0.0
183489949,1.0
155243735,0.0
156086756,1.0
142833184,0.0
191444130,0.0
162435277,1.0
93201578,1.0
302866983,0.0
7710638,1.0
52876835,0.0
15870001,0.0
164991241,1.0
251593913,1.0
154048033,1.0
126046237,1.0
202134762,1.0
327408067,1.0
164846869,1.0
377063182,1.0
110021092,1.0
52690331,0.0
398996216,0.0
258320069,1.0
273999509,1.0
51992967,0.0
209721540,1.0
227899179,1.0
280765616,1.0
214897014,1.0
184503286,0.0
344862705,1.0
188905681,1.0
152651044,1.0
3672567,1.0
84569346,0.0
172071405,1.0
297025961,0.0
205111090,1.0
191900094,1.0
211772337,1.0
435204462,0.0
267694954,0.0
150230234,1.0
74991927,1.0
132553202,1.0
217729332,0.0
221815163,0.0
409691294,1.0
116559379,0.0
360675917,0.0
15414977,1.0
174530589,1.0
251155487,1.0
142206702,1.0
8698809,1.0
233207790,0.0
134016791,0.0
81428744,0.0
277327023,1.0
387881529,1.0
442801579,1.0
193230382,1.0
422048684,0.0
209555125,1.0
221193186,1.0
425146607,1.0
431730591,1.0
320059425,1.0
76796083,0.0
379467022,0.0
139952273,1.0
128059367,1.0
158301320,1.0
344948250,0.0
140504935,1.0
219120165,1.0
77053206,1.0
284989438,0.0
32671689,0.0
133188166,1.0
150370652,0.0
382675063,0.0
293376396,0.0
164028703,1.0
183737404,1.0
362828979,1.0
250677926,1.0
148096872,0.0
53357595,0.0
249618238,0.0
173932289,0.0
31706276,0.0
380434988,1.0
29860539,1.0
35033382,1.0
42079795,1.0
167244471,0.0
61290219,1.0
245000240,1.0
39882645,0.0
110154252,1.0
123377953,1.0
127534704,0.0
55670958,1.0
216395149,1.0
75544019,1.0
197128176,0.0
408258720,0.0
49429577,0.0
436841852,1.0
75646570,1.0
76073984,0.0
167322714,0.0
36462818,0.0
415545536,1.0
47477722,1.0
35684210,1.0
84012894,0.0
120495,1.0
70478236,1.0
403204803,0.0
57781768,1.0
264646972,0.0
96562782,0.0
332760234,0.0
69834014,1.0
65473095,1.0
132558809,1.0
143706978,1.0
154707999,0.0
127406011,1.0
97222052,1.0
262288280,1.0
